CRUCH,Programas,Año,Cálculo1,Nombre Región,Matrícula total,Matrícula primer año,Área Conocimiento,Nombre Carrera,Tipo Título,Tipo título,Horario,NombreComuna,Nombre Institución,NombreRegion,Matrícula primer año hombres,Matrícula primer año mujeres,Matrícula total hombres,Matrícula total mujeres,anio,tRegion1_NombreRegion
Privada,1,01/01/2009,48,Región Metropolitana,48,23,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Renca,C.F.T. INACAP,Región Metropolitana,21,2,46,2,2009,Región Metropolitana
Privada,1,01/01/2008,271,Región Metropolitana,271,104,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,C.F.T. INACAP,Región Metropolitana,86,18,240,31,2008,Región Metropolitana
Privada,1,01/01/2008,13,Región Metropolitana,13,8,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Las Condes,C.F.T. INACAP,Región Metropolitana,7,1,11,2,2008,Región Metropolitana
Privada,1,01/01/2008,66,Región Metropolitana,66,29,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Macul,C.F.T. INACAP,Región Metropolitana,25,4,59,7,2008,Región Metropolitana
Privada,1,01/01/2008,30,Región Metropolitana,30,9,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Renca,C.F.T. INACAP,Región Metropolitana,9,0,30,0,2008,Región Metropolitana
Privada,1,01/01/2008,131,Región Metropolitana,131,51,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Las Condes,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,44,7,117,14,2008,Región Metropolitana
Privada,1,01/01/2008,342,Región Metropolitana,342,163,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Macul,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,144,19,306,36,2008,Región Metropolitana
Privada,1,01/01/2008,60,Región Metropolitana,60,29,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Renca,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,26,3,56,4,2008,Región Metropolitana
Privada,1,01/01/2008,132,Región Metropolitana,132,65,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Santiago,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,62,3,124,8,2008,Región Metropolitana
Privada,1,01/01/2008,140,Región Metropolitana,140,50,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Maipú,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,46,4,126,14,2008,Región Metropolitana
Privada,1,01/01/2008,91,Región Metropolitana,91,35,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Maipú,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,33,2,86,5,2008,Región Metropolitana
Privada,1,01/01/2008,211,Región Metropolitana,211,56,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,49,7,185,26,2008,Región Metropolitana
Privada,1,01/01/2008,209,Región Metropolitana,209,72,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Macul,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,65,7,191,18,2008,Región Metropolitana
Privada,1,01/01/2008,44,Región Metropolitana,44,20,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Renca,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,20,0,43,1,2008,Región Metropolitana
Privada,1,01/01/2008,51,Región Metropolitana,51,8,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Las Condes,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,8,0,47,4,2008,Región Metropolitana
Privada,1,01/01/2010,295,Región Metropolitana,295,98,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Santiago,C.F.T. INACAP,Región Metropolitana,83,15,252,43,2010,Región Metropolitana
Privada,1,01/01/2010,265,Región Metropolitana,265,110,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Macul,C.F.T. INACAP,Región Metropolitana,95,15,231,34,2010,Región Metropolitana
Privada,1,01/01/2010,62,Región Metropolitana,62,28,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Las Condes,C.F.T. INACAP,Región Metropolitana,26,2,57,5,2010,Región Metropolitana
Privada,1,01/01/2010,50,Región Metropolitana,50,28,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Renca,C.F.T. INACAP,Región Metropolitana,26,2,47,3,2010,Región Metropolitana
Privada,1,01/01/2010,36,Región Metropolitana,36,20,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Las Condes,C.F.T. INACAP,Región Metropolitana,18,2,34,2,2010,Región Metropolitana
Privada,1,01/01/2010,93,Región Metropolitana,93,26,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Macul,C.F.T. INACAP,Región Metropolitana,24,2,87,6,2010,Región Metropolitana
Privada,1,01/01/2010,274,Región Metropolitana,274,67,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,C.F.T. INACAP,Región Metropolitana,60,7,242,32,2010,Región Metropolitana
Privada,1,01/01/2010,55,Región Metropolitana,55,32,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Renca,C.F.T. INACAP,Región Metropolitana,30,2,52,3,2010,Región Metropolitana
Privada,1,01/01/2011,53,Región Metropolitana,53,23,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Santiago,C.F.T. ICEL,Región Metropolitana,18,5,43,10,2011,Región Metropolitana
Privada,1,01/01/2012,43,Región Metropolitana,43,28,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Santiago,C.F.T. ICEL,Región Metropolitana,24,4,37,6,2012,Región Metropolitana
Privada,1,01/01/2011,88,Región Metropolitana,88,50,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,C.F.T. ICEL,Región Metropolitana,41,9,77,11,2011,Región Metropolitana
Privada,1,01/01/2012,96,Región Metropolitana,96,51,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,C.F.T. ICEL,Región Metropolitana,42,9,83,13,2012,Región Metropolitana
Privada,0,01/01/2009,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Maipú,C.F.T. INACAP,Región Metropolitana,,,,,2009,Región Metropolitana
Privada,0,01/01/2009,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Maipú,C.F.T. INACAP,Región Metropolitana,,,,,2009,Región Metropolitana
Privada,0,01/01/2006,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Diurno,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,,,,0,2006,Región Metropolitana
Privada,0,01/01/2007,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Diurno,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2007,Región Metropolitana
Privada,0,01/01/2007,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Diurno,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2007,Región Metropolitana
Privada,0,01/01/2006,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,,,,0,2006,Región Metropolitana
Privada,0,01/01/2006,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,,,,0,2006,Región Metropolitana
Privada,1,01/01/2014,9,Región Metropolitana,9,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,7,2,2014,Región Metropolitana
Privada,1,01/01/2014,2,Región Metropolitana,2,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,1,1,2014,Región Metropolitana
Privada,1,01/01/2009,28,Región Metropolitana,28,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,El Bosque,I.P. DIEGO PORTALES,Región Metropolitana,,,25,3,2009,Región Metropolitana
Privada,1,01/01/2011,3,Región Metropolitana,3,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,El Bosque,I.P. DIEGO PORTALES,Región Metropolitana,0,0,3,0,2011,Región Metropolitana
Privada,0,01/01/2006,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. AIEP,,,,,,2006,Región Metropolitana
Privada,0,01/01/2005,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. AIEP,,0,0,0,0,2005,Región Metropolitana
Privada,0,01/01/2007,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2007,Región Metropolitana
Privada,0,01/01/2007,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2007,Región Metropolitana
,0,01/01/2018,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Ñuñoa,U. TECNOLÓGICA METROPOLITANA,Región Metropolitana,,,,,2018,Región Metropolitana
,0,01/01/2018,0,Región Metropolitana,0,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. CENTRAL DE CHILE,Región Metropolitana,0,0,0,0,2018,Región Metropolitana
,0,01/01/2018,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,,U. DEL PACÍFICO,,,,,,2018,Región Metropolitana
,0,01/01/2018,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,U. DEL PACÍFICO,,,,,,2018,Región Metropolitana
,1,01/01/2018,1,Región Metropolitana,1,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Renca,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,0,0,1,0,2018,Región Metropolitana
,1,01/01/2018,2,Región Metropolitana,2,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,0,0,2,0,2018,Región Metropolitana
,0,01/01/2018,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Maipú,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,0,0,0,0,2018,Región Metropolitana
,1,01/01/2018,6,Región Metropolitana,6,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Macul,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,0,0,5,1,2018,Región Metropolitana
,0,01/01/2018,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Las Condes,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,0,0,0,0,2018,Región Metropolitana
,0,01/01/2018,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Santiago,I.P. DUOC UC,Región Metropolitana,,,,,2018,Región Metropolitana
,0,01/01/2018,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,La Florida,I.P. DUOC UC,Región Metropolitana,,,,,2018,Región Metropolitana
,0,01/01/2018,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,I.P. DUOC UC,Región Metropolitana,,,,,2018,Región Metropolitana
,0,01/01/2018,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Cerrillos,I.P. DUOC UC,Región Metropolitana,,,,,2018,Región Metropolitana
,0,01/01/2018,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Providencia,I.P. DUOC UC,Región Metropolitana,,,,,2018,Región Metropolitana
,0,01/01/2018,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Providencia,I.P. DUOC UC,Región Metropolitana,,,,,2018,Región Metropolitana
,0,01/01/2018,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Cerrillos,I.P. DUOC UC,Región Metropolitana,,,,,2018,Región Metropolitana
,1,01/01/2018,4,Región Metropolitana,4,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Diurno,Santiago,U. ANDRÉS BELLO,Región Metropolitana,0,0,4,0,2018,Región Metropolitana
,1,01/01/2018,357,Región Metropolitana,357,94,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Diurno,Santiago,U. ANDRÉS BELLO,Región Metropolitana,88,6,330,27,2018,Región Metropolitana
,1,01/01/2018,168,Región Metropolitana,168,37,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. ANDRÉS BELLO,Región Metropolitana,35,2,154,14,2018,Región Metropolitana
,1,01/01/2018,14,Región Metropolitana,14,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. ANDRÉS BELLO,Región Metropolitana,0,0,14,0,2018,Región Metropolitana
,1,01/01/2018,349,Región Metropolitana,349,87,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Santiago,U. ANDRÉS BELLO,Región Metropolitana,84,3,331,18,2018,Región Metropolitana
,1,01/01/2015,51,Región Metropolitana,51,29,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Renca,I.P. DUOC UC,Región Metropolitana,25,4,45,6,2015,Región Metropolitana
,1,01/01/2016,44,Región Metropolitana,44,20,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,San Joaquín,I.P. SANTO TOMÁS,Región Metropolitana,18,2,38,6,2016,Región Metropolitana
,1,01/01/2016,67,Región Metropolitana,67,33,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,San Joaquín,I.P. SANTO TOMÁS,Región Metropolitana,27,6,55,12,2016,Región Metropolitana
,1,01/01/2015,52,Región Metropolitana,52,13,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Ñuñoa,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,13,0,46,6,2015,Región Metropolitana
,1,01/01/2015,76,Región Metropolitana,76,3,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,I.P. AIEP,Región Metropolitana,2,1,65,11,2015,Región Metropolitana
,1,01/01/2017,27,Región Metropolitana,27,17,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,San Bernardo,I.P. LA ARAUCANA,Región Metropolitana,13,4,20,7,2017,Región Metropolitana
,1,01/01/2016,1,Región Metropolitana,1,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Providencia,I.P. DUOC UC,Región Metropolitana,0,0,1,0,2016,Región Metropolitana
,1,01/01/2016,26,Región Metropolitana,26,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Providencia,I.P. DUOC UC,Región Metropolitana,0,0,19,7,2016,Región Metropolitana
,0,01/01/2016,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Santiago,I.P. CIISA,Región Metropolitana,,,,,2016,Región Metropolitana
,0,01/01/2016,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,I.P. CIISA,Región Metropolitana,,,,,2016,Región Metropolitana
,1,01/01/2016,14,Región Metropolitana,14,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Joaquín,I.P. SANTO TOMÁS,Región Metropolitana,0,0,13,1,2016,Región Metropolitana
,1,01/01/2017,11,Región Metropolitana,11,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Ñuñoa,C.F.T. INACAP,Región Metropolitana,0,0,11,0,2017,Región Metropolitana
,1,01/01/2015,23,Región Metropolitana,23,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Melipilla,U. DEL PACÍFICO,Región Metropolitana,0,0,21,2,2015,Región Metropolitana
,1,01/01/2015,28,Región Metropolitana,28,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Ñuñoa,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,0,0,27,1,2015,Región Metropolitana
,1,01/01/2016,6,Región Metropolitana,6,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Estación Central,I.P. SANTO TOMÁS,Región Metropolitana,0,0,4,2,2016,Región Metropolitana
,1,01/01/2015,32,Región Metropolitana,32,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Las Condes,U. DE LOS ANDES,Región Metropolitana,,,31,1,2015,Región Metropolitana
,1,01/01/2016,49,Región Metropolitana,49,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Las Condes,U. DE LOS ANDES,Región Metropolitana,0,0,45,4,2016,Región Metropolitana
,1,01/01/2017,4,Región Metropolitana,4,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Quilicura,I.P. LA ARAUCANA,Región Metropolitana,0,0,3,1,2017,Región Metropolitana
,1,01/01/2017,9,Región Metropolitana,9,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,San Bernardo,I.P. LA ARAUCANA,Región Metropolitana,0,0,6,3,2017,Región Metropolitana
,1,01/01/2017,6,Región Metropolitana,6,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Bernardo,I.P. LA ARAUCANA,Región Metropolitana,0,0,6,0,2017,Región Metropolitana
,1,01/01/2019,4,Región Metropolitana,4,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Melipilla,I.P. DUOC UC,Región Metropolitana,0,0,4,0,2019,Región Metropolitana
,1,01/01/2019,146,Región Metropolitana,146,75,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. ANDRÉS BELLO,Región Metropolitana,58,17,120,26,2019,Región Metropolitana
,1,01/01/2019,65,Región Metropolitana,65,13,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,I.P. CIISA,Región Metropolitana,12,1,56,9,2019,Región Metropolitana
,1,01/01/2019,12,Región Metropolitana,12,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Providencia,U. ANDRÉS BELLO,Región Metropolitana,,,10,2,2019,Región Metropolitana
,1,01/01/2016,20,Región Metropolitana,20,20,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. DE LOS LAGOS,Región Metropolitana,15,5,15,5,2016,Región Metropolitana
,0,01/01/2016,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Joaquín,U. TÉCNICA FEDERICO SANTA MARÍA,Región Metropolitana,0,0,0,0,2016,Región Metropolitana
,1,01/01/2019,1,Región Metropolitana,1,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. CENTRAL DE CHILE,Región Metropolitana,0,0,1,0,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,I.P. DUOC UC,Región Metropolitana,0,0,0,0,2019,Región Metropolitana
,1,01/01/2019,2,Región Metropolitana,2,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Diurno,Santiago,U. CENTRAL DE CHILE,Región Metropolitana,0,0,2,0,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. CENTRAL DE CHILE,Región Metropolitana,,,,,2019,Región Metropolitana
,1,01/01/2015,159,Región Metropolitana,159,60,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Maipú,C.F.T. INACAP,Región Metropolitana,57,3,150,9,2015,Región Metropolitana
,1,01/01/2017,174,Región Metropolitana,174,72,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Maipú,C.F.T. INACAP,Región Metropolitana,64,8,160,14,2017,Región Metropolitana
,1,01/01/2015,108,Región Metropolitana,108,37,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Maipú,C.F.T. INACAP,Región Metropolitana,37,0,103,5,2015,Región Metropolitana
,1,01/01/2017,106,Región Metropolitana,106,39,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Maipú,C.F.T. INACAP,Región Metropolitana,34,5,95,11,2017,Región Metropolitana
,1,01/01/2015,3,Región Metropolitana,3,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. MAYOR,Región Metropolitana,,,3,,2015,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. CENTRAL DE CHILE,Región Metropolitana,,,,,2019,Región Metropolitana
Privada,1,01/01/2010,135,Región Metropolitana,135,52,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Santiago,I.P. AIEP,Región Metropolitana,44,8,113,22,2010,Región Metropolitana
Privada,1,01/01/2010,98,Región Metropolitana,98,60,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,I.P. AIEP,Región Metropolitana,53,7,82,16,2010,Región Metropolitana
Privada,1,01/01/2013,37,Región Metropolitana,37,14,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Ñuñoa,C.F.T. INACAP,Región Metropolitana,13,1,35,2,2013,Región Metropolitana
Privada,1,01/01/2013,41,Región Metropolitana,41,16,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Ñuñoa,C.F.T. INACAP,Región Metropolitana,15,1,40,1,2013,Región Metropolitana
Privada,1,01/01/2013,21,Región Metropolitana,21,21,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,San Joaquín,I.P. SANTO TOMÁS,Región Metropolitana,19,2,19,2,2013,Región Metropolitana
Privada,1,01/01/2013,31,Región Metropolitana,31,31,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,San Joaquín,I.P. SANTO TOMÁS,Región Metropolitana,28,3,28,3,2013,Región Metropolitana
Privada,1,01/01/2011,33,Región Metropolitana,33,27,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Estación Central,I.P. SANTO TOMÁS,Región Metropolitana,23,4,29,4,2011,Región Metropolitana
Privada,1,01/01/2013,50,Región Metropolitana,50,34,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Estación Central,I.P. SANTO TOMÁS,Región Metropolitana,28,6,41,9,2013,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Estación Central,I.P. SANTO TOMÁS,Región Metropolitana,0,0,0,0,2011,Región Metropolitana
Privada,1,01/01/2014,43,Región Metropolitana,43,20,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Estación Central,I.P. SANTO TOMÁS,Región Metropolitana,18,2,35,8,2014,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Estación Central,I.P. SANTO TOMÁS,Región Metropolitana,0,0,0,0,2011,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Estación Central,I.P. SANTO TOMÁS,Región Metropolitana,0,0,0,0,2011,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Estación Central,I.P. SANTO TOMÁS,Región Metropolitana,0,0,0,0,2011,Región Metropolitana
Privada,1,01/01/2011,17,Región Metropolitana,17,17,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Estación Central,I.P. SANTO TOMÁS,Región Metropolitana,16,1,16,1,2011,Región Metropolitana
Privada,0,01/01/2010,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,I.P. AIEP,Región Metropolitana,,,,,2010,Región Metropolitana
Privada,0,01/01/2010,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,I.P. AIEP,Región Metropolitana,,,,,2010,Región Metropolitana
